0,1,2,3,4,5,6,7,8,9
378.3600298837558,414.53211899644856,400.0042818183161,468.2591579773673,332.1467724971499,441.8787894180966,471.0073348477287,376.9297199853138,458.57138944140166,451.6321495188398
380.1709699096525,401.37207745076427,389.5405912599512,465.21328577828035,344.4850022885871,453.0629814028185,464.2523417807383,380.60263540288844,458.24835205040216,448.5628903923152
386.93191987527166,391.584034073415,391.6337517726943,442.2116326965734,345.68902694200426,451.4567673223978,474.87620031478355,376.2660860786126,447.06120547909404,445.6736101069263
394.1798269796773,382.79515039943647,393.55643876691875,449.5908071228693,341.1253549442951,441.96453248106644,460.10676743581274,365.8625993058594,430.3758295711862,458.8568144059932
395.51387537627727,395.1080930098606,421.3280913234128,445.42942647596675,331.55600903138924,455.99491848346946,441.2464205825225,375.9916766654733,431.2556794186028,446.3491253803176
375.48808685824605,394.1505468318818,425.77642590974676,464.4653808142274,333.7246440337132,441.85303543366695,428.1578344177193,389.6611037448827,405.488881547349,435.34099193466125
384.7889767719916,390.6724807088859,431.40453191447455,465.34924832965686,342.5160001559572,460.30697353586487,421.16873789326746,408.7254708091889,404.12527281973854,431.26002927789943
380.78080241390256,383.2860434799589,424.67383982005134,456.9527042357646,346.84772567050214,455.62115163485134,415.4603448339524,414.84114690544146,397.78315420007266,431.05689010075133
387.30900946411026,385.7482765295545,428.53025074948533,461.75364201749727,336.27571891779127,441.8112143179683,418.0611385757379,418.60936517244454,383.79364171709136,425.6290344673449
410.5590421661872,390.107513337613,420.8695916126107,487.8340735036604,338.09043447875735,445.9772848547772,394.28263237716635,409.4392582985383,388.02249444887303,440.7303977964467
389.0471548409139,394.8059266069982,435.623768245719,481.17760396223747,333.1263550792886,432.1303227098603,402.296462715537,409.0033802558123,383.2314293851213,435.78108199540975
372.0102570173032,398.92787469060636,425.3958436994414,485.52478012097407,322.326591851474,423.5511873467348,401.0069803705891,416.4019823257357,391.03903480753064,442.85312573178624
367.03079014401254,396.43274842268534,410.0535122112355,485.50779946544856,326.0472770009106,401.4117378286292,411.8525044813644,428.3195484510626,378.1858547998846,439.2388767326021
343.0592944904093,395.5069412663223,384.87593929760806,495.77783037748463,304.36100327412555,392.9239551976963,415.0104073079564,422.7682576450578,372.6027049515403,447.0935669792923
332.8164964899554,405.64292978736853,388.0145203585323,501.83648703851514,306.80397327225995,397.1625692352676,401.47830810335574,439.4050152393081,353.411271111586,458.7014815477313
337.9318018086256,406.25819989513445,375.81709692952415,484.3654080318994,311.57613392932006,407.74283478007624,407.1143607495365,428.3079130634086,349.2357158848354,449.02581156375663
339.5339288398197,403.53944169656523,383.49138301567905,488.43413605848593,297.9606177098447,414.0834929744465,403.312578411501,433.875919342408,352.17415757701036,439.5060058897211
331.90291963653954,387.45761726889765,375.09044057143456,480.90331093266394,298.42202644610325,406.56944649650046,416.7612858009562,428.3283260920421,349.9676398742383,452.2511614582925
344.99383042207984,391.1542019555228,390.10182283360854,462.5342452599628,295.20011811184224,400.8673950300882,429.17050109250727,421.6192592596772,351.47213418973575,445.03280008419773
329.0960395679344,393.23856142595724,388.8085438664611,470.18248274308297,297.5306800601438,401.72769660511966,419.6844098219519,418.04268706513113,347.2792215266019,431.44606276651547
333.429335049144,386.3719400254595,390.13116579108123,468.5532977326067,288.7750191745667,424.86860166757344,379.2985912509996,433.0329236477567,346.52974177995657,419.11446185479826
336.7790347988331,366.3003237550182,392.67860956188565,462.95808083832503,279.7386151551267,407.55931517485647,385.5305160583404,439.2366823285438,344.7694334624533,408.8405198260002
343.6366715528693,371.06519214411634,389.6800704070071,457.62265224260244,276.7280391592201,394.1973217004426,385.0589809282212,426.85095467687444,344.6620822556621,413.60367500949206
354.50016100723593,370.3604873096317,382.8502907656388,441.4589841578704,270.25595581424767,400.5744013190783,372.4418451588376,424.68793022837775,330.74746742257605,408.4990744952393
357.2326592375826,367.48786439148273,372.190818164765,443.7264008785213,271.7236842438634,397.3585519415684,361.936370915882,444.6754130815625,345.10457963000016,400.5076803077962
358.8652130519337,364.6971561336184,374.5171500153998,443.34635530814546,261.6197518295679,409.68562173868764,359.41157858356735,425.1920770600673,337.61253527854615,397.8445837676363
343.69501761606085,357.87876695255375,393.6117188084038,456.88391801008237,260.44706943037164,402.6285511698519,350.7638642129472,421.60364120094044,335.1654650953612,395.0005147069843
332.0990359728713,358.38072289326965,373.4132477763013,471.7477811180569,259.40262394783235,399.8565705678603,347.6756516705689,402.89094445103615,335.0130016252978,401.58064080520705
326.5487107303768,361.8489154042226,374.51763635655357,473.4151118815402,254.18130787689606,402.38637573711515,343.56681707548387,394.20389676605663,342.5921273915769,393.5770458593478
331.86216517282367,355.8261341027734,384.1053782585804,478.244987240102,245.0262623507106,404.72887113306837,356.1624577306038,390.12348219893084,333.20856193282924,389.00194220189655
337.1446317657454,346.01332801712186,397.4848094268472,482.18547040289434,244.19541526654606,421.5179905149845,344.70924863842697,381.456587293652,331.2546748302587,399.1660024408653
341.2007018861964,353.62465828134424,421.6057822134081,490.28142713078785,241.60412227711575,407.3870512991602,346.5505027946578,391.10984158022274,344.8658394328766,389.2603062096269
329.3052615870007,344.8888926292114,427.0502359355534,483.0488506070064,239.03955827942838,398.34619544215184,353.22747907856655,392.5401755769254,351.5276537204397,377.07422792280556
317.6178024027148,329.8213714869017,424.92047575500516,491.52734738089384,234.22228201991996,405.75665266150406,345.17143284011667,369.6652420037138,364.2624370957882,369.6536951511053
330.3439085493437,345.0878527395259,440.77470809341696,475.3664461883611,234.16584848432993,390.48033010912775,353.83884263846846,353.34567841872564,362.0549119058586,357.8181862841358
341.48412907204477,341.26661066804786,442.06013780466185,481.8428213440049,239.1699726940611,390.5003951388976,356.3157116018541,350.4555977806961,368.3768069870461,360.8198077602614
339.33746273658045,356.78791158831325,448.06143052377314,490.0515111714381,243.57884292174063,382.4446039116751,353.0311739725253,349.7786159325549,362.57202386883023,365.88622112271435
335.1122839147123,360.2893155882881,441.3468267780676,478.23437830853163,243.048360047214,374.4937669343138,349.00559540336485,347.1194654638676,367.88443236273787,354.5148387340313
332.4485246919042,342.12954390948323,438.93382684200884,491.2634831406361,250.3468595198508,374.8650295920109,349.84754474343873,343.6151519525635,382.5767266562486,349.39068019312026
326.33590725680403,331.9809547642308,453.1612606842292,475.7575075561296,235.06653124867233,369.9001855197431,352.55159295910534,332.44916085595594,380.31647324390116,339.3349019302205
331.0577265540158,337.8259325153636,453.35766471714015,462.39537352494835,223.1998819611244,368.78881094871974,356.07940026032196,338.2629456449834,385.10058417331305,323.0193092367218
333.8677316735662,335.57281742499646,459.18018476238825,463.5207469045409,222.55863231472296,372.4204282174678,358.9378508646896,337.5225597660092,384.57589039905764,333.0573544537224
